"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Pseudosuchia&pres=regular&interval=Late%20Triassic,Early%20Jurassic&private&pgm=gplates,scotese,seton&show=full"
"Access Time","Wed 2024-08-07 08:53:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Pseudosuchia"
"","pgm","gplates,scotese,seton"
"","interval","Late Triassic,Early Jurassic"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","full"
"","private","1"
"Elapsed Time","0.303"
"Records Found","1315"
"Records Returned","1315"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","permissions","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement"
"1579639","occ","","","223030","","Typothorax sp.","genus","64792","","Typothorax","","genus","64792","Norian","","227","208.5","Heckert et al.","2005","31961","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Typothorax","","","","","-106.475060","36.323849","","Hayden Quarry, Ghost Ranch (site 1)","","","US","New Mexico","Rio Arriba","based on nearby landmark","6","outcrop","""located in a series of exposures along the drainage of Arroyo Seco, an intermittently flowing tributary of the Rio Chama.""; ""south of US 84 on the west bank of Arroyo Seco""\r\n","gplates","101","mid","-34.65","11.27","scotese","133","mid","-49.47","11.42","seton","not computable using this model","","","","US","FED","Chinle","","Petrified Forest","bed","","","","","","","","","","lower part of the member; ""The Hayden Quarry has been dated to ~215 to 213 million years ago""\r\n""Determining absolute ages of the Chinle Formation is difficult because of a lack of available radiometric dates and comprehensive paleomagnetic records. The best age estimates come from palynological and vertebrate biostratigraphy. Litwin and his colleagues (1986; Litwin et al. 1991) described Norian-aged palynological assemblages from the approximate level of the Canjilon Quarry, and assemblages from the overlying “upper siltstone” member (which contains the Coelophysis Quarry) that are no older than mid-Norian in age. The HQ assemblage includes several biostratigraphically useful vertebrate taxa: pseudopalatine phytosaurs, and the aetosaurs Typothorax coccinarum and Rioarribasuchus chamaensis. These taxa are only found in sediments with Norian pollen at Petrified Forest National Park (PEFO), Arizona and other Chinle Formation localities. Furthermore, pseudopalatine phytosaurs and Typothorax are found both above and below the Black Forest Tuff at PEFO, a local marker bed that yielded the only published radiometric date in the Chinle Formation. Detrital zircons from the Black Forest Tuff indicate a maximum 206Pb/238U age of 213 Ma (Riggs et al. 2003). The association of vertebrate taxa found at this stratigraphic level has a longer range both above and below the Black Forest Tuff, so it is not clear what part of this range correlates with the HQ assemblage. Nonetheless, a broadly Norian age for the HQ assemblage is justified because both the vertebrates and pollen provide an unambiguous Norian signal, and there is at present no evidence to the contrary. This age assignment is also consistent with preliminary results from magnetostratigraphy in the Chama Basin (Zeigler et al. 2005).""","""greenish conglomerates and mudstones""","conglomerate","green","","","Y","mudstone","green","","","Y","""channel""","","""repeated transient flooding events concentrated vertebrate (bones, carcasses, live animals) and plant material from the landscape surface, possibly in hyperconcentrated flows. These events were separated by periods of standing water and weakly-developed, poorly-drained (hydromorphic) soil formation. The hydromorphic nature of the paleosols is evidenced by the drab matrix colorations, abundance of yellow-brown (goethite) mottles, preservation of organic matter, including local leaf litter, predominance of goethite rhizocretions, and general dearth of other redoximorphic features. The high density of channel deposits incised into overbank sediments in the Petrified Forest Member indicate that avulsions were common on the Late Triassic landscape of the Chama Basin, and therefore that the Petrified Forest Member fluvial systems were unstable in this area. This large-scale instability in the local base level and resulting incision has also been reported for the Petrified Forest Member in northern Arizona""","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","selective quarrying,surface (in situ),field collection","","","","","Hayden, A. Downs","1992, 2001–","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1579643","occ","","","94151","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Heckert et al.","2005","31961","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","","","-106.199997","36.099998","","Canon del Cobre","","","US","New Mexico","Rio Arriba","based on nearby landmark","1","","","gplates","101","mid","-34.46","11.01","scotese","133","mid","-49.28","11.17","seton","not computable using this model","","","","US","FED","Chinle","","Petrified Forest","","","","","","","","","","","Also referred to as Painted Desert Member of the Petrified Forest Formation of the Chinle Group","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","some","","partial skeletons","","","","body","","","","","","","","","","","","","general faunal/floral","survey of museum collection","AMNH","","","","Baldwin","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"1580066","occ","","","223082","","aff. Revueltosaurus callenderi","species","64950","","Revueltosaurus callenderi","","species","64950","Norian","","227","208.5","Heckert","2002","31634","Chordata","Reptilia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Revueltosaurus","","","3","specimens","-103.549698","35.104301","NMMNH P-17362, 17382, teeth","NMMNH L-526 [PROXY]","","PLS 90-002","US","New Mexico","Quay","unpublished field data","4","small collection","east-central New Mexico","gplates","101","mid","-32.47","9.67","scotese","101","mid","-43.30","9.87","seton","not computable using this model","","","","US","","Bull Canyon","","","bed","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","parautochthonous","","","","","","","","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Sealey","1989","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1580212","occ","","","13273","","Calyptosuchus wellesi","species","69072","","Calyptosuchus wellesi","","species","69072","Norian","","227","208.5","Martz et al.","2013","78487","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Calyptosuchus","","","1","specimens","-101.315002","33.521389","TTU-P09420 (in part) left and right paramedian osteoderms","Miller's Ranch Quarry","","Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624","US","Texas","Garza","stated in text","seconds","small collection","R. C. Miller Ranch/Post quarry, 9 mi/14.5 km SE of of Post, Garza County, W Texas; coordinates stated by Bolt & Chatterjee (2000) and Chatterjee (1991)","gplates","101","mid","-30.86","7.83","scotese","101","mid","-41.61","8.10","seton","not computable using this model","","","","US","","Cooper Canyon","Dockum","","bed","","","","","","","","","","About 50 metres above the contact between the top of the Trujillo Sandstone and the base of the Cooper Canyon Formation and can be correlated to lithologic unit 9 of the nearby type section of the Cooper Canyon Formation. Upper part of the ""lower unit"" of the formation.","red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""","mudstone","red","","","Y","sandstone","""cross stratification""","","","","""floodplain""","","Trough-shaped cross-bedding and slickensides present in the quarry sediments. ETE sed env 1: ., ETE sed env 2: floodplain ETE event: flood, ETE env comment: flash flood","macrofossils,mesofossils","","","","","","","","body","good","parautochthonous","snapshot","concentrate","-single event","","common","poor","","","","Specimens deposited during a single flood. The skull is absent in all juvenile Postosuchus skeletons. ""The missing parts among different individuals indicate some sort of post mortem disturbance. Each individual retained some degree of polarity in the preserved parts so that the skull and the hind limbs are always in the opposite direction."" The Postosuchus bones show current direction. ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .","taxonomic","selective quarrying,mechanical,field collection","","all microfossils,some macrofossils","","","S. Chatterjee","1977–","The quarry is 90 x 90 m in size and the bone bed is 30 cm thick. ""...a diverse mixture of massive and delicate elements...found entirely in the mudstone, associated, but disarticulated."" ETE Size: .; ETE reference list: 701, 698, 696, 692, 690, 686, 685, 731, 684, 729, 730, 872, 873, 874, 875, 869, 870, 871, 868, 867, 866, 865, 864, 863, 862, 861, 860, 852, 734, 775, 856, 859, ; ETE museum list:\r\n\r\n","""...various unknown microvertebrates were recovered...""","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1581447","occ","","","223390","","Desmatosuchus spurensis","species","100584","","Desmatosuchus spurensis","","species","100584","Norian","","227","208.5","Parker et al.","2021","78576","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Desmatosuchus","","","1","specimens","-109.763885","34.947224","PEFO 38611","near Billings Gap, PFV 445","","The Doswellia Quarry","US","Arizona","Apache","based on nearby landmark","seconds","small collection","""The fossil locality is situated in a laterally extensive ‘blue’ paleosol horizon in the upper part of the Blue Mesa Member, Chinle Formation (Parker and Martz, 2011), near Billings Gap at Petrified Forest National Park, Arizona, U.S.A. (PFV 445, the Doswellia Quarry)"" - Parker et al. (2021)","gplates","101","mid","-37.59","10.43","scotese","133","mid","-52.39","10.50","seton","not computable using this model","","","","US","NPS","Chinle","","Blue Mesa","bed","","","","","","","","","","""The most recent age model estimate for the upper part of the Blue Mesa Member based on U-Pb ages from detrital zircons in a geological core is about 219–217 Ma (Rasmussen et al., 2020). Conversely, outcrop studies utilizing U-Pb ages bracket the site between 223 and 220 Ma (Ramezani et al., 2011; Atchley et al., 2013; but see discussion in Rasmussen et al., 2020, Gehrels et al., 2020, and Vermeesch, 2020). Both are consistent with the proposed range of ages (224–215 Ma) for the Adamanian estimated holochronozone (Martz and Parker, 2017). Thus, fossil evidence and geochronology place the locality solidly in the middle Norian and in the Adamanian."" (Parker et al. 2021)","""Dominated by pedogenic mudstones, these sites are thought to represent preserved A horizon paleosols deposited in an abandoned channel complex (Therrien and Fastovsky, 2000); the characteristic ‘blue’ coloration of the paleosols represents gleying conditions from a poorly drained water table. The fossils represent an attritional, time-averaged assemblage typical for this type of depositional setting. PFV 445 is situated 3.6 m above PFV 396 (the Coprolite Layer) on the same badland hill (Kligman et al., 2017, 2018; Stocker et al., 2019)."" (Parker et al. 2021)","mudstone","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1581448","occ","","","223390","","Aetosauria indet.","unranked clade","156405","","Aetosauria","","unranked clade","38267","Norian","","227","208.5","Parker et al.","2021","78576","Chordata","Reptilia","","","","","","1","specimens","-109.763885","34.947224","PEFO 38612","near Billings Gap, PFV 445","","The Doswellia Quarry","US","Arizona","Apache","based on nearby landmark","seconds","small collection","""The fossil locality is situated in a laterally extensive ‘blue’ paleosol horizon in the upper part of the Blue Mesa Member, Chinle Formation (Parker and Martz, 2011), near Billings Gap at Petrified Forest National Park, Arizona, U.S.A. (PFV 445, the Doswellia Quarry)"" - Parker et al. (2021)","gplates","101","mid","-37.59","10.43","scotese","133","mid","-52.39","10.50","seton","not computable using this model","","","","US","NPS","Chinle","","Blue Mesa","bed","","","","","","","","","","""The most recent age model estimate for the upper part of the Blue Mesa Member based on U-Pb ages from detrital zircons in a geological core is about 219–217 Ma (Rasmussen et al., 2020). Conversely, outcrop studies utilizing U-Pb ages bracket the site between 223 and 220 Ma (Ramezani et al., 2011; Atchley et al., 2013; but see discussion in Rasmussen et al., 2020, Gehrels et al., 2020, and Vermeesch, 2020). Both are consistent with the proposed range of ages (224–215 Ma) for the Adamanian estimated holochronozone (Martz and Parker, 2017). Thus, fossil evidence and geochronology place the locality solidly in the middle Norian and in the Adamanian."" (Parker et al. 2021)","""Dominated by pedogenic mudstones, these sites are thought to represent preserved A horizon paleosols deposited in an abandoned channel complex (Therrien and Fastovsky, 2000); the characteristic ‘blue’ coloration of the paleosols represents gleying conditions from a poorly drained water table. The fossils represent an attritional, time-averaged assemblage typical for this type of depositional setting. PFV 445 is situated 3.6 m above PFV 396 (the Coprolite Layer) on the same badland hill (Kligman et al., 2017, 2018; Stocker et al., 2019)."" (Parker et al. 2021)","mudstone","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1581449","occ","","","223390","","Acaenasuchus geoffreyi","species","69070","","Acaenasuchus geoffreyi","","species","69070","Norian","","227","208.5","Parker et al.","2021","78576","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Acaenasuchus","","","1","specimens","-109.763885","34.947224","PEFO 46323","near Billings Gap, PFV 445","","The Doswellia Quarry","US","Arizona","Apache","based on nearby landmark","seconds","small collection","""The fossil locality is situated in a laterally extensive ‘blue’ paleosol horizon in the upper part of the Blue Mesa Member, Chinle Formation (Parker and Martz, 2011), near Billings Gap at Petrified Forest National Park, Arizona, U.S.A. (PFV 445, the Doswellia Quarry)"" - Parker et al. (2021)","gplates","101","mid","-37.59","10.43","scotese","133","mid","-52.39","10.50","seton","not computable using this model","","","","US","NPS","Chinle","","Blue Mesa","bed","","","","","","","","","","""The most recent age model estimate for the upper part of the Blue Mesa Member based on U-Pb ages from detrital zircons in a geological core is about 219–217 Ma (Rasmussen et al., 2020). Conversely, outcrop studies utilizing U-Pb ages bracket the site between 223 and 220 Ma (Ramezani et al., 2011; Atchley et al., 2013; but see discussion in Rasmussen et al., 2020, Gehrels et al., 2020, and Vermeesch, 2020). Both are consistent with the proposed range of ages (224–215 Ma) for the Adamanian estimated holochronozone (Martz and Parker, 2017). Thus, fossil evidence and geochronology place the locality solidly in the middle Norian and in the Adamanian."" (Parker et al. 2021)","""Dominated by pedogenic mudstones, these sites are thought to represent preserved A horizon paleosols deposited in an abandoned channel complex (Therrien and Fastovsky, 2000); the characteristic ‘blue’ coloration of the paleosols represents gleying conditions from a poorly drained water table. The fossils represent an attritional, time-averaged assemblage typical for this type of depositional setting. PFV 445 is situated 3.6 m above PFV 396 (the Coprolite Layer) on the same badland hill (Kligman et al., 2017, 2018; Stocker et al., 2019)."" (Parker et al. 2021)","mudstone","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1581450","occ","","","223390","","Phytosauria indet.","unranked clade","178426","","Phytosauria","","unranked clade","38292","Norian","","227","208.5","Parker et al.","2021","78576","Chordata","Reptilia","","","","","","1","specimens","-109.763885","34.947224","PEFO 38613","near Billings Gap, PFV 445","","The Doswellia Quarry","US","Arizona","Apache","based on nearby landmark","seconds","small collection","""The fossil locality is situated in a laterally extensive ‘blue’ paleosol horizon in the upper part of the Blue Mesa Member, Chinle Formation (Parker and Martz, 2011), near Billings Gap at Petrified Forest National Park, Arizona, U.S.A. (PFV 445, the Doswellia Quarry)"" - Parker et al. (2021)","gplates","101","mid","-37.59","10.43","scotese","133","mid","-52.39","10.50","seton","not computable using this model","","","","US","NPS","Chinle","","Blue Mesa","bed","","","","","","","","","","""The most recent age model estimate for the upper part of the Blue Mesa Member based on U-Pb ages from detrital zircons in a geological core is about 219–217 Ma (Rasmussen et al., 2020). Conversely, outcrop studies utilizing U-Pb ages bracket the site between 223 and 220 Ma (Ramezani et al., 2011; Atchley et al., 2013; but see discussion in Rasmussen et al., 2020, Gehrels et al., 2020, and Vermeesch, 2020). Both are consistent with the proposed range of ages (224–215 Ma) for the Adamanian estimated holochronozone (Martz and Parker, 2017). Thus, fossil evidence and geochronology place the locality solidly in the middle Norian and in the Adamanian."" (Parker et al. 2021)","""Dominated by pedogenic mudstones, these sites are thought to represent preserved A horizon paleosols deposited in an abandoned channel complex (Therrien and Fastovsky, 2000); the characteristic ‘blue’ coloration of the paleosols represents gleying conditions from a poorly drained water table. The fossils represent an attritional, time-averaged assemblage typical for this type of depositional setting. PFV 445 is situated 3.6 m above PFV 396 (the Coprolite Layer) on the same badland hill (Kligman et al., 2017, 2018; Stocker et al., 2019)."" (Parker et al. 2021)","mudstone","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"1583184","occ","","","223699","","Batrachopus sp.","genus","67448","","Batrachopus","","genus","67448","Sinemurian","Pliensbachian","199.5","184.2","Milner et al.","2011","78695","Chordata","Reptilia","NO_ORDER_SPECIFIED","Batrachopodidae","Batrachopus","","","","","-113.344200","37.230072","","Desert Tortoise tracksite 5 (DT5)","","","US","Utah","Washington","estimated from map","6","outcrop","E of Leeds, ca. 15 mi. NNE of St. George.","gplates","101","mid","-41.46","16.56","scotese","132","mid","-54.35","21.30","seton","178","mid","-45.38","20.86","US","FED","Kayenta","Glen Canyon","Silty Facies","bed","","","","","","","","","","near top of Silty Facies","","sandstone","","","","Y","","","","","","terrestrial indet.","","","macrofossils","","","footprints","","","","","trace","medium","autochthonous","snapshot","","","life position","","","","","","","general faunal/floral","surface (in situ),observed (not collected)","","","","","D. Slauf","Mar 2005","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1583188","occ","","","201625","","Batrachopus sp.","genus","67448","","Batrachopus","","genus","67448","Pliensbachian","Toarcian","192.9","174.7","Milner et al.","2011","78695","Chordata","Reptilia","NO_ORDER_SPECIFIED","Batrachopodidae","Batrachopus","","","","","-112.813721","37.002499","","Moccasin Mountain tracksite (MMT)","","","US","Utah","Kane","stated in text","5","outcrop","at Moccasin Mountain, near Kanab, ccordinates from BLM website. Located ca. 5.6 km (3.5 mi.) SW of Coral Pink Sand Dunes State Park entrance","gplates","101","mid","-39.43","21.38","scotese","133","mid","-54.26","25.00","seton","101","mid","-44.34","27.34","US","FED","Navajo Sandstone","Glen Canyon","","group of beds","","","","","","","","","","","","sandstone","red","lithified","","Y","","","","","","eolian indet.","","","macrofossils","","","footprints","","","","","mold/impression,trace","medium","autochthonous","snapshot","","","life position","","","","","","","general faunal/floral","surface (in situ),observed (not collected)","","","","","","2007","discovery by hunting group, reported to BLM Kanab Field Office","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1583196","occ","","","223706","","Batrachopus sp.","genus","67448","","Batrachopus","","genus","67448","Rhaetian","Hettangian","208.5","199.5","Milner et al.","2011","78695","Chordata","Reptilia","NO_ORDER_SPECIFIED","Batrachopodidae","Batrachopus","","","","","-113.403900","37.010700","","Olsen Canyon tracksite","","","US","Utah","Washington","estimated from map","4","outcrop","","gplates","101","mid","-41.66","11.97","scotese","132","mid","-55.97","14.39","seton","not computable using this model","","","","US","FED","Moenave","Glen Canyon","Dinosaur Canyon","bed","","","","","","","","","","very low in member, unclear whether Late Triassic or Early Jurassic. ""The site is located just above the J-0/Tr-5 unconformity between definite Upper Triassic Chinle Formation sediments and the bottom of the Moenave Formation""","","""siliciclastic""","desiccation cracks,current ripples","","","Y","","","","","","fluvial indet.","","","macrofossils","","","footprints","","","","","cast,mold/impression,trace","good","autochthonous","snapshot","","","life position","","","","","","","general faunal/floral","surface (in situ),observed (not collected)","","","","","P. Olsen","2007","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"1586014","occ","","","105427","","Steneosaurus cf. bollensis","species","245907","recombined as","Macrospondylus bollensis","","species","245914","Falciferum","","184.2","182","Johnson et al.","2018","79054","Chordata","Reptilia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mystriosaurus","","","","","5.907000","49.567001","MNHNL TU155: a nearly complete thorax, including one cervical rib and 17 dorsal ribs, 13 dorsal vertebral neural spines and multiple osteoderms","Bascharage (MNHN collection)","","","LU","","","estimated from map","3","outcrop","Bascharage, GrandDuchéduLuxembourg","gplates","315","mid","23.72","39.52","scotese","315","mid","15.43","38.38","seton","331","mid","26.14","33.24","LU","","","","","","","","","","","","","","","Johnson et al. 2018: Harpoceras serpentinum ammonite Zone","Fossils found in carbonate lenses\r\n\r\nJohnson et al. 2018: These outcrops are normally composed of bituminous black shales with intercalated nodular limestone beds (Song et al. 2014; Hermoso et al. 2014; Nel and Weis 2017).","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","macrofossils","","","","","","","","mold/impression","","","","","","","","","","","","","taxonomic","","MNHN","","","","M. Henrotay","","","","marine","","actively mobile","nektonic","","carnivore","","","","hydroxyapatite","","",""
"1586015","occ","","","106696","","Steneosaurus bollensis","species","245907","recombined as","Macrospondylus bollensis","","species","245914","Falciferum","","184.2","182","Johnson et al.","2018","79054","Chordata","Reptilia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Mystriosaurus","","","","","5.930000","49.549999","MNHNL TU799: a partial skull in palatal view, in addition to five isolated teeth, one humerus, possible partial radius, partial coracoid, rib fragments and partial osteoderms","Sanem","","","LU","","","estimated from map","2","outcrop","","gplates","315","mid","23.74","39.51","scotese","315","mid","15.46","38.37","seton","331","mid","26.17","33.23","LU","","","","","","","","","","","","","","","Johnson et al. 2018: Harpoceras serpentinum ammonite Zone (‘schistes bitumineux’)","","""limestone""","lenticular,nodular","lithified","","","","","","","","offshore indet.","passive margin","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","MNHN","","","","","","Musée national d’histoire naturelle, Luxembourg","","marine","","actively mobile","nektonic","","carnivore","","","","hydroxyapatite","","",""
"1586018","occ","","","224066","","Platysuchus multicrobiculatus","species","245912","","Platysuchus multicrobiculatus","","species","245911","Falciferum","","184.2","182","Johnson et al.","2018","79054","Chordata","Reptilia","NO_ORDER_SPECIFIED","Teleosauridae","Platysuchus","","","","","6.005000","49.525002","MNHNL TU 895 (partial anterior rostrum)","Foetz","","","LU","Mondercange","","based on nearby landmark","3","small collection","Johnson et al. 2018: Note that all communes are situated in the south of luxembourg, and that all exact localities where specimens were found is unknown.","gplates","315","mid","23.81","39.50","scotese","315","mid","15.52","38.35","seton","331","mid","26.23","33.22","LU","","","","","group of beds","Harpoceras serpentinum","","","","","","","","","Harpoceras serpentinum ammonite Zone (‘schistes bitumineux’)","Johnson et al. 2018: These outcrops are normally composed of bituminous black shales with inter- calated nodular limestone beds (Song et al. 2014; Hermoso et al. 2014; Nel and Weis 2017).","""shale""","nodular,black","lithified","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","Repository: Musée National d'Histoire Naturelle, Luxembourg (MNHNL)","","marine","","actively mobile","nektonic","","carnivore","","","","hydroxyapatite","","",""
"1586019","occ","","","224067","","Steneosaurus gracilirostris","species","245909","recombined as","Plagiophthalmosuchus gracilirostris","","species","245909","Early Toarcian","","184.2","182.9","Johnson et al.","2018","79054","Chordata","Reptilia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Plagiophthalmosuchus","","","","","6.084000","49.482300","MNHNL TU515 is a nearly complete skull and mandible","Dudelange (Harpoceras serpentinum ammonite Zone)","","","LU","Luxembourg","","based on nearby landmark","4","outcrop","Johnson et al. 2018: all exact localities where specimens were found is unknown.","gplates","315","mid","23.89","39.48","scotese","315","mid","15.60","38.32","seton","331","mid","26.31","33.20","LU","","","","","","Harpoceras serpentinum","","","","","","","","","Johnson et al. 2018: assigned to the Harpoceras serpentinum ammonite Zone (Guérin-Franiatte et al. 2010). ","Johnson et al. 2018: These outcrops are normally composed of bituminous black shales with inter- calated nodular limestone beds (Song et al. 2014; Hermoso et al. 2014; Nel and Weis 2017). ","""limestone""","nodular","","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","Musée national d’histoire naturelle, Luxembourg","","marine","","actively mobile","nektonic","","carnivore","","","","hydroxyapatite","","",""
"1586020","occ","","","224068","","Teleosauroidea indet.","superfamily","243913","","Teleosauroidea","","superfamily","243913","Early Toarcian","","184.2","182.9","Johnson et al.","2018","79054","Chordata","Reptilia","NO_ORDER_SPECIFIED","","","","","","","5.973400","49.505199","MNHNL DOU351 (partial lower jaw)","Esch-sur-Alzette","","Braunes Lager","LU","Luxembourg","","based on nearby landmark","4","outcrop","Johnson et al. 2018:  all exact localities where specimens were found is unknown.","gplates","315","mid","23.80","39.48","scotese","315","mid","15.50","38.33","seton","331","mid","26.22","33.20","LU","","Minette ironstone","","","group of beds","Dumortieria pseudoradiosa","","","","","","","","","Johnson et al. 2018: Dumortieria pseudoradiosa ammonite Zone","","not reported","","","","","","","","","","marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","Musée national d’histoire naturelle, Luxembourg","","marine","","actively mobile","nektonic","","carnivore","","","","hydroxyapatite","","",""
"1586021","occ","","","224069","","Thalattosuchia indet.","infraorder","245645","","Thalattosuchia","","infraorder","92044","Early Toarcian","","184.2","182.9","Johnson et al.","2018","79054","Chordata","Reptilia","NO_ORDER_SPECIFIED","","","","","","","5.930000","49.549999","MNHNL TV561 (partial caudal vertebrae)","Sanem (Marnes à Bifrons)","","","LU","Luxembourg","","based on nearby landmark","2","outcrop","Johnson et al. 2018: exact localities where specimens were found is unknown.\r\n","gplates","315","mid","23.74","39.51","scotese","315","mid","15.46","38.37","seton","331","mid","26.17","33.23","LU","","","","","","Hildoceras bifrons","","","","","","","","","Johnson et al. 2018: Hildoceras bifrons ammonite Zone","","""limestone""","nodular","lithified","","","","","","","","marine indet.","passive margin","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","Musée national d’histoire naturelle, Luxembourg","","marine","","actively mobile","nektonic","","carnivore","","","","hydroxyapatite","","",""
"1586022","occ","","","106696","","Thalattosuchia indet.","infraorder","245645","","Thalattosuchia","","infraorder","92044","Falciferum","","184.2","182","Johnson et al.","2018","79054","Chordata","Reptilia","NO_ORDER_SPECIFIED","","","","","","","5.930000","49.549999","MNHNL TV 597 (two caudal vertebrae)","Sanem","","","LU","","","estimated from map","2","outcrop","","gplates","315","mid","23.74","39.51","scotese","315","mid","15.46","38.37","seton","331","mid","26.17","33.23","LU","","","","","","","","","","","","","","","Johnson et al. 2018: Harpoceras serpentinum ammonite Zone (‘schistes bitumineux’)","","""limestone""","lenticular,nodular","lithified","","","","","","","","offshore indet.","passive margin","","macrofossils","","","","","","","","body,mold/impression","","","","","","","","","","","","","taxonomic","field collection","MNHN","","","","","","Musée national d’histoire naturelle, Luxembourg","","marine","","actively mobile","nektonic","","carnivore","","","","hydroxyapatite","","",""
