occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
842942,occ,22854,NA,93565,Desmatosuchus haplocerus,species,159296,"misspelling of, nomen dubium",Aetosauria,NA,unranked clade,38267,Norian,,228,208.5,Lucas et al.,2003,27232,Chordata,Reptilia,,,,NA,NA,1,specimens,-106.833336,36.583332,"NMMNH P-11005, plate fragment",NMMNH L-913,NA,,US,New Mexico,Rio Arriba,based on political unit,minutes,small collection,,gplates,101,mid,-34.89,11.58,US,,Chinle,,Salitral,bed,,,,,,,,NA,NA,Also known as the Salitral Member of the Chinle Group. The Chinle appears to be Norian in age based upon recent radiometric work. ,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,none,none,"teeth,osteoderms",vertebrae,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842943,occ,NA,NA,93565,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Norian,,228,208.5,Hunt and Lucas,1990,31694,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,1,specimens,-106.833336,36.583332,"NMMNH P-11009, 11014, 11019, 11021, teeth, vertebral and rib fragments",NMMNH L-913,NA,,US,New Mexico,Rio Arriba,based on political unit,minutes,small collection,,gplates,101,mid,-34.89,11.58,US,,Chinle,,Salitral,bed,,,,,,,,NA,NA,Also known as the Salitral Member of the Chinle Group. The Chinle appears to be Norian in age based upon recent radiometric work. ,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,none,none,"teeth,osteoderms",vertebrae,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842946,occ,NA,NA,93565,Stagonolepididae indet.,unranked clade,156406,,Stagonolepididae,NA,unranked clade,64937,Norian,,228,208.5,Hunt and Lucas,1990,31694,Chordata,Reptilia,,Stagonolepididae,,NA,NA,1,specimens,-106.833336,36.583332,"NMMNH P-11007, ? paramedian scute fragments ",NMMNH L-913,NA,,US,New Mexico,Rio Arriba,based on political unit,minutes,small collection,,gplates,101,mid,-34.89,11.58,US,,Chinle,,Salitral,bed,,,,,,,,NA,NA,Also known as the Salitral Member of the Chinle Group. The Chinle appears to be Norian in age based upon recent radiometric work. ,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,none,none,"teeth,osteoderms",vertebrae,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842947,occ,NA,NA,93566,n. gen. Pseudopalatus n. sp. pristinus,species,69064,recombined as,Machaeroprosopus pristinus,NA,species,69064,Norian,,228,208.5,Mehl,1928,31697,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,1,individuals,-109.73333,35.049999,"UM VP 525, skull",7 miles NE Adamana,NA,Pseudopalatus pristinus holotype,US,Arizona,Apache,estimated from map,minutes,small collection,"""Seven miles NE of Adamana""",gplates,101,mid,-37.54,10.53,US,FED,Chinle,,Petrified Forest,bed,,,,,,,,NA,NA,"""upper Petrified Forest Member""; now the Petrifed Forest Member",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,good,,,,,,,,,,,,taxonomic,"surface (in situ),field collection",,,,,University of Missouri,1922,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842953,occ,NA,NA,93568,Parasuchia indet.,suborder,156126,subjective synonym of,Phytosauria,NA,unranked clade,38292,Carnian,Norian,237,208.5,Heckert et al.,2002,31699,Chordata,Reptilia,,,,NA,NA,3,specimens,-111.413887,35.879166,"MNA pl. 778, ""blade tooth"". MNA Pl. 1348, dorsal vertebra. MNA Pl. 702, proximal humerus","MNA 213, northwest of Cameron",NA,,US,Arizona,Coconino,estimated from map,seconds,outcrop,Immediately north and west of the town of Cameron,gplates,101,mid,-38.08,12.69,US,,Chinle,,Shinarump,bed,,,,,,,,NA,NA,Also referred to as the Shinarump Formation of the Chinle Formation; specimens are among the oldest Chinle vertebrates. ,,conglomerate,,,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,,MNA: Museum of Northern Arizona,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842956,occ,NA,NA,93569,Parasuchia indet.,suborder,156126,subjective synonym of,Phytosauria,NA,unranked clade,38292,Norian,,228,208.5,Heckert et al.,2002,31699,Chordata,Reptilia,,,,NA,NA,4,specimens,-111.366669,35.866669,"MNA pl. 691, tooth. MNA pl. 694, distal tibia. MNA Pl. 698, proximal femur. MNA Pl. 699, left femur","Tanner's Crossing, MNA 491",NA,,US,Arizona,Coconino,estimated from map,minutes,local area,"""an areal locality for the region generally 'east' of Cameron, and appears to represent at least two, and probably three, localities""",gplates,101,mid,-38.69,11.6,US,,Chinle,,Cameron,member,,,,,,,,NA,NA,"Probably derived from the Cameron Member, also referred to as the Cameron Formation. Some of the material may have been collected from the Shinarump or Blue Mesa members",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,,MNA: Museum of Northern Arizona,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842957,occ,NA,NA,93570,Desmatosuchus sp.,genus,38275,,Desmatosuchus,NA,genus,38275,Norian,,228,208.5,Lucas and Heckert,1994,31701,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Desmatosuchus,NA,NA,1,specimens,-106.849998,34.266666,"NMMNH P-22297, partial paramedian plate","NMMNH L-2810, Rio Salado",NA,,US,New Mexico,Socorro,based on nearby landmark,minutes,small collection,,gplates,101,mid,-35.33,9.3,US,FED,San Pedro Arroyo,Chinle,,bed,,,,,,,,NA,NA,"Suggested to be late Carnian, Adamanian LVF, but the Pedro Arroyo is correlated with the Bluewater Creek member of the Chinle Formation, suggesting that it is Norian in age. ",,sandstone,,,,Y,conglomerate,,,,,"""channel""",,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842958,occ,NA,NA,93571,Stagonolepididae indet.,unranked clade,156406,,Stagonolepididae,NA,unranked clade,64937,Norian,,228,208.5,Zanno et al.,2002,31702,Chordata,Reptilia,,Stagonolepididae,,NA,NA,NA,,-109.316704,34.533298,,"Blue Hills (MNA V8415, NMMNH L-4127)",NA,,US,Arizona,Apache,based on nearby landmark,4,small collection,Coordinates taken from other Blue Hills localities,gplates,101,mid,-37.3,9.95,US,,Chinle,,Blue Mesa,bed,,,,,,,,NA,NA,"Given as low in the Blue Member of the Petrified Forest Formation = Blue Mesa Member of the Chinle Formation. Adamanian LVF, suggested to be late Carnian, but recent radiometric dates indicate a Norian age for the Chinle","""Purple mudstone covered with a dense surface concentration of calcrete (siderite) nodules""",mudstone,"nodular,sideritic",,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,good,,,,,,,,frequent,,,,taxonomic,"surface (float),surface (in situ),field collection",NMMNH,,,,S. E. Krzyzanowski,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842961,occ,NA,NA,93571,Parasuchia indet.,suborder,159214,subjective synonym of,Phytosauria,NA,unranked clade,38292,Norian,,228,208.5,Zanno et al.,2002,31702,Chordata,Reptilia,,,,NA,NA,NA,,-109.316704,34.533298,,"Blue Hills (MNA V8415, NMMNH L-4127)",NA,,US,Arizona,Apache,based on nearby landmark,4,small collection,Coordinates taken from other Blue Hills localities,gplates,101,mid,-37.3,9.95,US,,Chinle,,Blue Mesa,bed,,,,,,,,NA,NA,"Given as low in the Blue Member of the Petrified Forest Formation = Blue Mesa Member of the Chinle Formation. Adamanian LVF, suggested to be late Carnian, but recent radiometric dates indicate a Norian age for the Chinle","""Purple mudstone covered with a dense surface concentration of calcrete (siderite) nodules""",mudstone,"nodular,sideritic",,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,good,,,,,,,,frequent,,,,taxonomic,"surface (float),surface (in situ),field collection",NMMNH,,,,S. E. Krzyzanowski,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842967,occ,NA,NA,93575,Rutiodon sp.,genus,38299,,Rutiodon,NA,genus,38299,Norian,,228,208.5,Heckert,1999,31704,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Rutiodon,NA,NA,1,specimens,-107.73333,34.900002,"NMMNH P-28906, partial postcranial skeleton","NMMNH L-248, Lucero Uplift",NA,,US,New Mexico,Cibola,estimated from map,minutes,small collection,,gplates,101,mid,-35.94,10.06,US,,Bluewater Creek,Chinle,,bed,,,,,,,,NA,NA,"Middle Bluewater Creek Formation; also referred to as the Bluewater Creek member of the Chinle Formation. Adamanian LVF, previously considered late Carnian but radiometric dates suggest a Norian age for the Chinle","""Intraformational conglomerate and sandstone thatis sandwiched between slightly bentonitic, red, silty mudstones""",conglomerate,,,,Y,mudstone,"bentonitic,red",,silty,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,"field collection,survey of museum collection",NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842972,occ,NA,NA,93576,Parasuchidae indet.,family,133090,,Parasuchidae,NA,family,133090,Norian,,228,208.5,Heckert,1999,31704,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,8,specimens,-107.73333,34.900002,"MMNH P-3656, 17739, 17740, 17747, 17748, 17754, 17755, 18466, cranial and postcranial fragments","NMMNH L-249, Lucero Uplift",NA,,US,New Mexico,Cibola,estimated from map,minutes,small collection,,gplates,101,mid,-35.94,10.06,US,,Bluewater Creek,Chinle,,bed,,,,,,,,NA,NA,"Upper Bluewater Creek Formation (above McGaffey Member); also referred to as the Bluewater Creek member of the Chinle Formation. Adamanian LVF, previously considered late Carnian but radiometric dates suggest a Norian age for the Chinle","""Intraformational conglomerate and sandstone thatis sandwiched between slightly bentonitic, red, silty mudstones""",conglomerate,,,,Y,mudstone,"bentonitic,red",,silty,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,taxonomic,"field collection,survey of museum collection",NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842973,occ,NA,NA,93576,cf. Stagonolepis sp.,genus,38271,,Stagonolepis,NA,genus,38271,Norian,,228,208.5,Heckert,1999,31704,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Stagonolepis,NA,NA,4,specimens,-107.73333,34.900002,"NMMNH P-3658, 3663, 17749, 18467, plate fragments","NMMNH L-249, Lucero Uplift",NA,,US,New Mexico,Cibola,estimated from map,minutes,small collection,,gplates,101,mid,-35.94,10.06,US,,Bluewater Creek,Chinle,,bed,,,,,,,,NA,NA,"Upper Bluewater Creek Formation (above McGaffey Member); also referred to as the Bluewater Creek member of the Chinle Formation. Adamanian LVF, previously considered late Carnian but radiometric dates suggest a Norian age for the Chinle","""Intraformational conglomerate and sandstone thatis sandwiched between slightly bentonitic, red, silty mudstones""",conglomerate,,,,Y,mudstone,"bentonitic,red",,silty,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,taxonomic,"field collection,survey of museum collection",NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842978,occ,NA,NA,93578,Parasuchidae indet.,family,133090,,Parasuchidae,NA,family,133090,Norian,,228,208.5,Heckert,1999,31704,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,13,specimens,-107.73333,34.900002,NMMNH P-18369-18381 postcranial fragments,"NMMNH L-3380, Lucero Uplift",NA,,US,New Mexico,Cibola,estimated from map,minutes,small collection,"sec. 11, T5N, R5W",gplates,101,mid,-35.94,10.06,US,,Chinle,,Bluewater Creek,bed,,,,,,,,NA,NA,"Upper Bluewater Creek Formation (above McGaffey Member); also referred to as the Bluewater Creek member of the Chinle Formation. Adamanian LVF, previously considered late Carnian but radiometric dates suggest a Norian age for the Chinle","""red and purple mudstones""; ""reddish-brown silty mudstones with intermittent lenses of buff sandy siltstone that contain well-developed cross-laminations and planar crossbeds""",mudstone,"brown,red",,silty,Y,siltstone,"lenticular,""cross stratification"",yellow",,sandy,,"""floodplain""",,"""we interpret the mudstones as floodplain sediments located near a channel that is represented by the siltstones, which we interpret as bar deposits""",macrofossils,,,,,,NA,,body,poor,parautochthonous,,,,random,,,frequent,,,,taxonomic,"field collection,survey of museum collection",NMMNH,,,,R. Dello-Russo,1996,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842983,occ,NA,NA,93579,Parasuchidae indet.,family,133090,,Parasuchidae,NA,family,133090,Norian,,228,208.5,Heckert,1999,31704,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,7,specimens,-107.73333,34.900002,"NMMNH P-18388-18390, 18462-18465, cranial and postcranial fragments","NMMNH L-3381, Lucero Uplift",NA,,US,New Mexico,Cibola,estimated from map,minutes,small collection,"sec. 11, T5N, R5W",gplates,101,mid,-35.94,10.06,US,,Chinle,,Bluewater Creek,bed,,,,,,,,NA,NA,"Upper Bluewater Creek Formation (above McGaffey Member); also referred to as the Bluewater Creek Member of the Chinle Formation. Adamanian LVF, previously considered late Carnian but radiometric dates suggest a Norian age for the Chinle","""red and purple mudstones""; ""reddish-brown silty mudstones with intermittent lenses of buff sandy siltstone that contain well-developed cross-laminations and planar crossbeds""",mudstone,"brown,red",,silty,Y,siltstone,"lenticular,""cross stratification"",yellow",,sandy,,"""floodplain""",,"""we interpret the mudstones as floodplain sediments located near a channel that is represented by the siltstones, which we interpret as bar deposits""",macrofossils,,,,,,NA,,body,poor,parautochthonous,,,,random,,,frequent,,,,taxonomic,"field collection,survey of museum collection",NMMNH,,,,R. Dello-Russo,1996,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
842984,occ,NA,NA,93580,Typothorax n. sp. antiquum,species,162130,subjective synonym of,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Lucas et al.,2002,31705,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,1,individuals,-105.75,35.533333,"NMMNH P-36075, incomplete postcranial skeleton",NMMNH L-3108,NA,Typothorax antiquum holotype,US,New Mexico,Santa Fe,estimated from map,minutes,small collection,"UTM zone 13, 421750E, 392320N, NAD 27 ",gplates,101,mid,-34.2,10.39,US,FED,Santa Rosa,Chinle,Tres Lagunas,bed,,,,,,,,NA,NA,"Considered to be late Carnian (Adamanian) in age; however, recent radiometric dating suggests a Norian age for most or all of the Chinle",,mudstone,,,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,good,,,,,,,,occasional,,,,taxonomic,"selective quarrying,field collection",NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842985,occ,22785,NA,93581,Typothorax antiquum,species,162130,subjective synonym of,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Lucas et al.,2002,31705,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,1,specimens,-104.400002,35.283333,"NMMNH P-3674, seven paramedian plate fragments","NMMNH L-410, Garita Creek",NA,,US,New Mexico,San Miguel,stated in text,minutes,small collection,"Sec. 4, T12N, R24E",gplates,101,mid,-33.14,9.96,US,,Garita Creek,Chinle,,bed,,,,,,,,NA,NA,"Considered to be late Carnian (Adamanian) in age by the authors; however, recent radiometric dating suggests a Norian age for most or all of the Chinle. The Garita Creek Formation was formerly referred to as the ""lower shale member of the Chinle Formation"" ",,conglomerate,,,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842986,occ,22789,NA,93583,Typothorax antiquum,species,162130,subjective synonym of,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Lucas et al.,2002,31705,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,2,specimens,-104.51667,35.349998,"NMMNH P-3679, 17579, fragments of paramedian and lateral plates","NMMNH L-404, Garita Creek",NA,,US,New Mexico,San Miguel,estimated from map,minutes,small collection,,gplates,101,mid,-33.22,10.04,US,,Garita Creek,Chinle,,bed,,,,,,,,NA,NA,"Considered to be late Carnian (Adamanian) in age by the authors; however, recent radiometric dating suggests a Norian age for most or all of the Chinle. The Garita Creek Formation was formerly referred to as the ""lower shale member of the Chinle Formation"" ",,conglomerate,,,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842987,occ,NA,NA,93584,Typothorax antiquum,species,162130,subjective synonym of,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Lucas et al.,2002,31705,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,1,specimens,-104.333336,35.333332,"NMMNH P-17508, five paramedian plate fragments","NMMNH L-426, Garita Creek",NA,,US,New Mexico,San Miguel,estimated from map,minutes,small collection,"Sec. 24, T13N, R24E",gplates,101,mid,-33.08,10,US,,Garita Creek,Chinle,,bed,,,,,,,,NA,NA,"Considered to be late Carnian (Adamanian) in age by the authors; however, recent radiometric dating suggests a Norian age for most or all of the Chinle. The Garita Creek Formation was formerly referred to as the ""lower shale member of the Chinle Formation"" ",All specimens are from intraformational conglomerates,conglomerate,,,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842988,occ,NA,NA,93585,Typothorax antiquum,species,162130,subjective synonym of,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Lucas et al.,2002,31705,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,1,specimens,-104.51667,35.349998,"NMMNH P-17554, two paramedian plate fragments","NMMNH L-411, Garita Creek",NA,,US,New Mexico,San Miguel,estimated from map,minutes,small collection,,gplates,101,mid,-33.22,10.04,US,,Garita Creek,Chinle,,bed,,,,,,,,NA,NA,"Considered to be late Carnian (Adamanian) in age by the authors; however, recent radiometric dating suggests a Norian age for most or all of the Chinle. The Garita Creek Formation was formerly referred to as the ""lower shale member of the Chinle Formation"" ",,conglomerate,,,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
842989,occ,NA,NA,93586,Typothorax antiquum,species,162130,subjective synonym of,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Lucas et al.,2002,31705,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,1,specimens,-104.51667,35.349998,"NMMNH P-17569, three paramedian scute fragments","NMMNH L-413, Garita Creek",NA,,US,New Mexico,San Miguel,estimated from map,minutes,small collection,,gplates,101,mid,-33.22,10.04,US,,Garita Creek,Chinle,,bed,,,,,,,,NA,NA,"Considered to be late Carnian (Adamanian) in age by the authors; however, recent radiometric dating suggests a Norian age for most or all of the Chinle. The Garita Creek Formation was formerly referred to as the ""lower shale member of the Chinle Formation"" ",,conglomerate,,,,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,taxonomic,field collection,NMMNH,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
